DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.19-18.00.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.992168ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__4776B6E2E6502A15BA73B7522CDBB3F8E50002AD, StartTime=2015.10.19-18.00.12, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.050835ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_5216118D4EACC7D4064ADCBA89F7720__66F5A912C12ECCBFC7828C141D8C68C1A07C0A15, StartTime=2015.10.19-18.00.12, HierarchicalDDC, Duration=0.021942ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__E382EECA4C24A5DC232BE9247DC197F6B8DC702B, StartTime=2015.10.19-18.00.12, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.055589ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__67B45977DAEC48FA9C18EFBA3BE582AF431E813E, StartTime=2015.10.19-18.00.12, HierarchicalDDC, Duration=0.013530ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_25CD52414339E18173E25F9FE28E6F7__1380E9E5B67F360AFCB4C5A6C93158D79092F47B, StartTime=2015.10.19-18.00.12, HierarchicalDDC, Duration=0.013165ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__18DD853840B0F872014C7A0CC5CED56A7A5D3CC6, StartTime=2015.10.19-18.00.12, HierarchicalDDC, DataSize=22665 bytes, Retrieved=true, Duration=0.057053ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_222D3F804EB4AB5DA9BDE2BAE545EEF__752C88E79A6EEA422A7F7F21AFBC340AAA71BCC3, StartTime=2015.10.19-18.00.12, HierarchicalDDC, Duration=0.018284ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_89A4A1B64CC9699371EF9AABCB127__761A5490E51E8BC304AADFB493900B1523AD09CF, StartTime=2015.10.19-18.00.12, HierarchicalDDC, DataSize=3270 bytes, Retrieved=true, Duration=0.045713ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__E54ACD4270C98C672E017FC37F0607C2A873A36F, StartTime=2015.10.19-18.00.12, HierarchicalDDC, DataSize=3565 bytes, Retrieved=true, Duration=0.051565ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C1DF83684CF68DAB197F4785361F5__93D16C78FFABBF25A8FB7F44F21B69B0390FF3A3, StartTime=2015.10.19-18.00.12, HierarchicalDDC, Duration=0.013534ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_1, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_CA__2D8B2483DC0CF9D0E3709FFF081377CAF394F574, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=1817 bytes, Retrieved=true, Duration=0.042785ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_2, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_97A0BECC4C251FC1E__76A39A91F9F928692A60BFE83F4D5BEBD7CD567D, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.039496ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_3, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_97A0BECC4C251FC1EC8CB3B8C9097E6__412433F973340BC04B876D599045FC9FCDB5D22F, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.036202ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_4, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_28__25E53BC5B4A2F3BD17C0DA95F99FAA5E7B2F3158, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=289433 bytes, Retrieved=true, Duration=0.107884ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_5, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_FC4B961048D22E2EF__040731B918ED5216CA40AAA55888B1F7920613A0, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.045713ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_6, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FC4B961048D22E2EF4F1078C8C18684__BB6BCFBC71B608DB753E9345E246B9369403EF1E, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=109684 bytes, Retrieved=true, Duration=0.132751ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_7, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_38__87168EAEAC2CB19EC343FA73D9692813EAD3074D, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=2858 bytes, Retrieved=true, Duration=0.047177ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_8, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_F52EBC934853577C3__82325060189741FCF65AA647E6F91C1DCDC17A67, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=394 bytes, Retrieved=true, Duration=0.040594ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_9, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F52EBC934853577C3C5DC087E230336__4545BA028233B70D31CAC737DC5B3993A6C9FF5C, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=1177 bytes, Retrieved=true, Duration=0.033643ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_10, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_4A__C65126F8420E62B7B09041A168FBC29EE2652E09, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=36409 bytes, Retrieved=true, Duration=0.045717ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_11, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_B40300C148ACE302C__0182E0F84FB20D0EF55A2C735EA37FB96063DB52, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.038031ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_12, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B40300C148ACE302C10B02B68CF41F0__5FDEC8BC479BB1944D9EFBCF74615B58548CA377, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=12030 bytes, Retrieved=true, Duration=0.062902ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_B19E8D43472CA8B277E8CCA8993996A__878CA4B0813C95120A256C74CF1AC98FA54BEF64, StartTime=2015.10.19-18.00.13, HierarchicalDDC, DataSize=160312 bytes, Retrieved=true, Duration=0.156887ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.043154ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.015724ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.047542ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.021212ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.027794ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.063270ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.079725ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_7, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.039864ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_7, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.015728ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.032548ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.018284ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.023041ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_13, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD223CF75__23E99E83774251E57C2B3F99B833103F99DBF08E, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=3312989 bytes, Retrieved=true, Duration=2.793275ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_14, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDAB81C28__16747BAB7773CD8447CFE1E2C4A42C3675E8564A, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=43977 bytes, Retrieved=true, Duration=0.062536ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_15, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCE894242__C0118808F184FFB83D79AD9AB11575B821F7BE15, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=94560 bytes, Retrieved=true, Duration=0.067290ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_16, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD9DB04D0__8C735E221A869B92BEE039699E78B506A39A8D22, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=45844 bytes, Retrieved=true, Duration=0.043884ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_17, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF713CDE7__E9A2C5C1CFC2A5AD4884F913AB04EDAB24BDC910, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=16964 bytes, Retrieved=true, Duration=0.035841ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_18, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_70__20D212F4F3AD985B0B6845A8863BA6E6A0E56756, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=294258 bytes, Retrieved=true, Duration=0.113737ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_19, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_3FD539AA458F856A3__F618B7E6C48CC98092FA9B0D247B06E9A1B38043, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=394 bytes, Retrieved=true, Duration=0.036206ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7955065B46603C1F01981AAE67F33__5AB65D05EF596D533648DE0108FEE2C7BA407CF7, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.055224ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7955065B46603C1F01981AAE67F33__01321D8B21E5D0A85EC48E21B3D8F7F19D06DE93, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.016823ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_10, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7955065B46603C1F01981AAE67F33__AD1BC94ECBBDFD5E670CBBCE622C4859BC9C723F, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.020847ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdCE7852674897E15BC7B0F3B954114846_11, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7955065B46603C1F01981AAE67F33__C4DE7BF8DB51CEE3D64DD74C78B110CB4BE17EF9, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.015724ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdC595C96440C8F318E2AB6EB975181E74_20, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8BB574F5__C3FC2F8811CE9ED436A86468E6CC394CAB3C9517, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=150938 bytes, Retrieved=true, Duration=0.107884ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionIdD0A0F54A4EF808890594C9B64E6C4366_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_RGBA16F_B138149959E96AA845BD6F4F24B92__69C7B3FD61BE1801E932D86FDC33A033B3526738, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=16777840 bytes, Retrieved=true, Duration=12.277912ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__4D92A2B66FAECA41CE73614053410F50678BE24C, StartTime=2015.10.19-18.00.14, HierarchicalDDC, DataSize=3860 bytes, Retrieved=true, Duration=0.049736ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
DDCTransactionId629235DF4957DB7CE54B70A6C62BDAD9_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_55809E694EE7DB292235CC917A5C5__90EFA7DE31645D920A0D41E6D0BD39DDA2F4F975, StartTime=2015.10.19-18.00.14, HierarchicalDDC, Duration=0.013530ms, RunGuid=RunIDD037160B479535B4A561D6B147A1A8AE
